,Gene name,Gene type,Gene description
244,RASSF7,protein_coding,Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166]
245,C4B_2,protein_coding,"complement component 4B (Chido blood group), copy 2 [Source:HGNC Symbol;Acc:HGNC:42398]"
246,SCAMP3,protein_coding,secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]
247,HLA-B,protein_coding,"major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]"
248,GABBR1,protein_coding,gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]
249,LAIR2,protein_coding,leukocyte associated immunoglobulin like receptor 2 [Source:HGNC Symbol;Acc:HGNC:6478]
250,CDHR5,protein_coding,cadherin related family member 5 [Source:HGNC Symbol;Acc:HGNC:7521]
251,MRPS18B,protein_coding,mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]
252,HES5,protein_coding,hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]
253,LILRB4,protein_coding,leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol;Acc:HGNC:6608]
254,NLRP2,protein_coding,NLR family pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]
255,PRXL2B,protein_coding,peroxiredoxin like 2B [Source:HGNC Symbol;Acc:HGNC:28390]
256,CTSO,protein_coding,cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542]
257,GBA1,protein_coding,glucosylceramidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4177]
258,UGT2A3,protein_coding,UDP glucuronosyltransferase family 2 member A3 [Source:HGNC Symbol;Acc:HGNC:28528]
259,NRM,protein_coding,nurim [Source:HGNC Symbol;Acc:HGNC:8003]
260,CNOT3,protein_coding,CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]
261,ASIC5,protein_coding,acid sensing ion channel subunit family member 5 [Source:HGNC Symbol;Acc:HGNC:17537]
262,FAM120B,protein_coding,family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109]
263,TDO2,protein_coding,"tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]"
264,NDUFA3,protein_coding,NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]
265,UGT2B10,protein_coding,UDP glucuronosyltransferase family 2 member B10 [Source:HGNC Symbol;Acc:HGNC:12544]
266,LY6G5C,protein_coding,lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]
267,LILRA6,protein_coding,leukocyte immunoglobulin like receptor A6 [Source:HGNC Symbol;Acc:HGNC:15495]
268,UGT2B15,protein_coding,UDP glucuronosyltransferase family 2 member B15 [Source:HGNC Symbol;Acc:HGNC:12546]
269,HSPA1A,protein_coding,heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]
270,TMPRSS11E,protein_coding,transmembrane serine protease 11E [Source:HGNC Symbol;Acc:HGNC:24465]
271,MAFIP,protein_coding,MAFF interacting protein (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31102]
272,LENG1,protein_coding,leukocyte receptor cluster member 1 [Source:HGNC Symbol;Acc:HGNC:15502]
273,,protein_coding,natural cytotoxicity triggering receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:9437]
274,HSPA1L,protein_coding,heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234]
275,ABHD16A,protein_coding,"abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]"
276,GPSM3,protein_coding,G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945]
277,STK19,protein_coding,serine/threonine kinase 19 [Source:HGNC Symbol;Acc:HGNC:11398]
278,LILRB1,protein_coding,leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]
279,YTHDC1,protein_coding,YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]
280,SCT,protein_coding,secretin [Source:HGNC Symbol;Acc:HGNC:10607]
281,PTDSS2,protein_coding,phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463]
282,TMC4,protein_coding,transmembrane channel like 4 [Source:HGNC Symbol;Acc:HGNC:22998]
283,DLL1,protein_coding,delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]
284,LILRA5,protein_coding,leukocyte immunoglobulin like receptor A5 [Source:HGNC Symbol;Acc:HGNC:16309]
285,LSM2,protein_coding,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]"
286,RDH13,protein_coding,retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]
287,TSEN34,protein_coding,tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]
288,HCN3,protein_coding,hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:HGNC Symbol;Acc:HGNC:19183]
289,TRIM27,protein_coding,tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]
290,ZBED9,protein_coding,zinc finger BED-type containing 9 [Source:HGNC Symbol;Acc:HGNC:13851]
291,LILRA2,protein_coding,leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]
292,OR12D2,protein_coding,olfactory receptor family 12 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8178]
293,ENTREP3,protein_coding,endosomal transmembrane epsin interactor 3 [Source:HGNC Symbol;Acc:HGNC:1233]
294,PRRT1,protein_coding,proline rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13943]
295,PTPRN2,protein_coding,protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]
296,RPP21,protein_coding,ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]
297,DENND11,protein_coding,DENN domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29472]
298,NLRP7,protein_coding,NLR family pyrin domain containing 7 [Source:HGNC Symbol;Acc:HGNC:22947]
299,NKD2,protein_coding,NKD inhibitor of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:17046]
300,LY6G6E,protein_coding,lymphocyte antigen 6 family member G6E [Source:HGNC Symbol;Acc:HGNC:13934]
301,OR12D3,protein_coding,olfactory receptor family 12 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:13963]
302,OR2J2,protein_coding,olfactory receptor family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:8260]
303,ZNF729,protein_coding,zinc finger protein 729 [Source:HGNC Symbol;Acc:HGNC:32464]
304,ZNF676,protein_coding,zinc finger protein 676 [Source:HGNC Symbol;Acc:HGNC:20429]
305,MICB,protein_coding,MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]
306,OSCAR,protein_coding,osteoclast associated Ig-like receptor [Source:HGNC Symbol;Acc:HGNC:29960]
307,LST1,protein_coding,leukocyte specific transcript 1 [Source:HGNC Symbol;Acc:HGNC:14189]
308,SSBP1,protein_coding,single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]
309,SLC12A7,protein_coding,solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915]
310,TCF19,protein_coding,transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]
311,TFPT,protein_coding,TCF3 fusion partner [Source:HGNC Symbol;Acc:HGNC:13630]
312,GP6,protein_coding,glycoprotein VI platelet [Source:HGNC Symbol;Acc:HGNC:14388]
313,DEFB104B,protein_coding,defensin beta 104B [Source:HGNC Symbol;Acc:HGNC:26165]
314,DEFB105B,protein_coding,defensin beta 105B [Source:HGNC Symbol;Acc:HGNC:29930]
315,SLC5A8,protein_coding,solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119]
316,LILRA3,protein_coding,leukocyte immunoglobulin like receptor A3 [Source:HGNC Symbol;Acc:HGNC:6604]
317,BTNL2,protein_coding,butyrophilin like 2 [Source:HGNC Symbol;Acc:HGNC:1142]
318,PRR23D1,protein_coding,proline rich 23 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:49420]
319,DEFB4B,protein_coding,defensin beta 4B [Source:HGNC Symbol;Acc:HGNC:30193]
320,SAPCD1,protein_coding,suppressor APC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13938]
321,PRPF31,protein_coding,pre-mRNA processing factor 31 [Source:HGNC Symbol;Acc:HGNC:15446]
322,ANO4,protein_coding,anoctamin 4 [Source:HGNC Symbol;Acc:HGNC:23837]
323,DEFB103B,protein_coding,defensin beta 103B [Source:HGNC Symbol;Acc:HGNC:31702]
324,ZNF705G,protein_coding,zinc finger protein 705G [Source:HGNC Symbol;Acc:HGNC:37134]
325,PSORS1C2,protein_coding,psoriasis susceptibility 1 candidate 2 [Source:HGNC Symbol;Acc:HGNC:17199]
326,DEFB107B,protein_coding,defensin beta 107B [Source:HGNC Symbol;Acc:HGNC:31918]
327,AGK,protein_coding,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]
328,SPAG11B,protein_coding,sperm associated antigen 11B [Source:HGNC Symbol;Acc:HGNC:14534]
329,C2,protein_coding,complement C2 [Source:HGNC Symbol;Acc:HGNC:1248]
330,TRIM39,protein_coding,tripartite motif containing 39 [Source:HGNC Symbol;Acc:HGNC:10065]
331,TARM1,protein_coding,"T cell-interacting, activating receptor on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:37250]"
332,,protein_coding,"killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2"
333,CEACAM4,protein_coding,CEA cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:1816]
334,WEE2,protein_coding,WEE2 oocyte meiosis inhibiting kinase [Source:HGNC Symbol;Acc:HGNC:19684]
335,CEACAM21,protein_coding,CEA cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834]
336,TAF9,protein_coding,TATA-box binding protein associated factor 9 [Source:HGNC Symbol;Acc:HGNC:11542]
337,HLA-DRB4,protein_coding,"major histocompatibility complex, class II, DR beta 4 [Source:HGNC Symbol;Acc:HGNC:4952]"
338,DEFB106B,protein_coding,defensin beta 106B [Source:HGNC Symbol;Acc:HGNC:28879]
339,OR10A3,protein_coding,olfactory receptor family 10 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:8162]
340,POLR1H,protein_coding,RNA polymerase I subunit H [Source:HGNC Symbol;Acc:HGNC:13182]
341,OR5P2,protein_coding,olfactory receptor family 5 subfamily P member 2 [Source:HGNC Symbol;Acc:HGNC:14783]
342,OR5P3,protein_coding,olfactory receptor family 5 subfamily P member 3 [Source:HGNC Symbol;Acc:HGNC:14784]
343,OR10A6,protein_coding,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15132]
344,RAD17,protein_coding,RAD17 checkpoint clamp loader component [Source:HGNC Symbol;Acc:HGNC:9807]
345,NLRP10,protein_coding,NLR family pyrin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21464]
346,HLA-DRA,protein_coding,"major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]"
347,CEACAM7,protein_coding,CEA cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]
348,POMZP3,protein_coding,POM121 and ZP3 fusion [Source:HGNC Symbol;Acc:HGNC:9203]
349,LILRB3,protein_coding,leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]
350,DDAH2,protein_coding,dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]
351,UPK3B,protein_coding,uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]
352,FAM20C,protein_coding,FAM20C golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140]
353,ATP23,protein_coding,ATP23 metallopeptidase and ATP synthase assembly factor homolog [Source:HGNC Symbol;Acc:HGNC:29452]
354,VWA7,protein_coding,von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939]
355,SPDYE16,protein_coding,speedy/RINGO cell cycle regulator family member E16 [Source:HGNC Symbol;Acc:HGNC:51512]
356,RNF39,protein_coding,ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]
357,DTX2,protein_coding,deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:15973]
358,MUC21,protein_coding,"mucin 21, cell surface associated [Source:HGNC Symbol;Acc:HGNC:21661]"
359,TNF,protein_coding,tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
360,PRAMEF5,protein_coding,PRAME family member 5 [Source:HGNC Symbol;Acc:HGNC:27995]
361,OR2H1,protein_coding,olfactory receptor family 2 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8252]
362,MOG,protein_coding,myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]
363,PRAMEF18,protein_coding,PRAME family member 18 [Source:HGNC Symbol;Acc:HGNC:30693]
364,DDR1,protein_coding,discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:2730]
365,PRAMEF8,protein_coding,PRAME family member 8 [Source:HGNC Symbol;Acc:HGNC:24074]
366,TBX22,protein_coding,T-box transcription factor 22 [Source:HGNC Symbol;Acc:HGNC:11600]
367,HNRNPCL2,protein_coding,heterogeneous nuclear ribonucleoprotein C like 2 [Source:HGNC Symbol;Acc:HGNC:48813]
368,PRAMEF25,protein_coding,PRAME family member 25 [Source:HGNC Symbol;Acc:HGNC:49179]
369,HNRNPCL4,protein_coding,heterogeneous nuclear ribonucleoprotein C like 4 [Source:HGNC Symbol;Acc:HGNC:51333]
370,PRAMEF33,protein_coding,PRAME family member 33 [Source:HGNC Symbol;Acc:HGNC:49193]
371,PRAMEF9,protein_coding,PRAME family member 9 [Source:HGNC Symbol;Acc:HGNC:27996]
372,RXRB,protein_coding,retinoid X receptor beta [Source:HGNC Symbol;Acc:HGNC:10478]
373,TMEM179,protein_coding,transmembrane protein 179 [Source:HGNC Symbol;Acc:HGNC:20137]
374,TAP1,protein_coding,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]"
375,B3GALT4,protein_coding,"beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]"
376,SNHG32,protein_coding,small nucleolar RNA host gene 32 [Source:HGNC Symbol;Acc:HGNC:19078]
377,MUC2,protein_coding,"mucin 2, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7512]"
378,C14orf180,protein_coding,chromosome 14 open reading frame 180 [Source:HGNC Symbol;Acc:HGNC:33795]
379,TRPV5,protein_coding,transient receptor potential cation channel subfamily V member 5 [Source:HGNC Symbol;Acc:HGNC:3145]
380,PHLDA2,protein_coding,pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]
381,CLIC1,protein_coding,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]
382,CARS1,protein_coding,cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]
383,LILRB5,protein_coding,leukocyte immunoglobulin like receptor B5 [Source:HGNC Symbol;Acc:HGNC:6609]
384,SLC39A11,protein_coding,solute carrier family 39 member 11 [Source:HGNC Symbol;Acc:HGNC:14463]
385,HLA-A,protein_coding,"major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]"
386,EGFL8,protein_coding,EGF like domain multiple 8 [Source:HGNC Symbol;Acc:HGNC:13944]
387,IQSEC3,protein_coding,IQ motif and Sec7 domain ArfGEF 3 [Source:HGNC Symbol;Acc:HGNC:29193]
388,HLA-DMB,protein_coding,"major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]"
389,LLCFC1,protein_coding,LLLL and CFNLAS motif containing 1 [Source:HGNC Symbol;Acc:HGNC:21750]
390,LRRC37A2,protein_coding,leucine rich repeat containing 37 member A2 [Source:HGNC Symbol;Acc:HGNC:32404]
391,PRH2,protein_coding,proline rich protein HaeIII subfamily 2 [Source:HGNC Symbol;Acc:HGNC:9367]
392,TRPV6,protein_coding,transient receptor potential cation channel subfamily V member 6 [Source:HGNC Symbol;Acc:HGNC:14006]
393,MSH5,protein_coding,mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]
394,TAS2R30,protein_coding,taste 2 receptor member 30 [Source:HGNC Symbol;Acc:HGNC:19112]
395,TAS2R19,protein_coding,taste 2 receptor member 19 [Source:HGNC Symbol;Acc:HGNC:19108]
396,TAS2R8,protein_coding,taste 2 receptor member 8 [Source:HGNC Symbol;Acc:HGNC:14915]
397,TAS2R7,protein_coding,taste 2 receptor member 7 [Source:HGNC Symbol;Acc:HGNC:14913]
398,RPH3AL,protein_coding,rabphilin 3A like (without C2 domains) [Source:HGNC Symbol;Acc:HGNC:10296]
399,PFDN6,protein_coding,prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]
400,TAS2R50,protein_coding,taste 2 receptor member 50 [Source:HGNC Symbol;Acc:HGNC:18882]
401,TAS2R43,protein_coding,taste 2 receptor member 43 [Source:HGNC Symbol;Acc:HGNC:18875]
402,TAS2R14,protein_coding,taste 2 receptor member 14 [Source:HGNC Symbol;Acc:HGNC:14920]
403,TAS2R9,protein_coding,taste 2 receptor member 9 [Source:HGNC Symbol;Acc:HGNC:14917]
404,TAS2R31,protein_coding,taste 2 receptor member 31 [Source:HGNC Symbol;Acc:HGNC:19113]
405,TAS2R13,protein_coding,taste 2 receptor member 13 [Source:HGNC Symbol;Acc:HGNC:14919]
406,TAS2R46,protein_coding,taste 2 receptor member 46 [Source:HGNC Symbol;Acc:HGNC:18877]
407,TAS2R20,protein_coding,taste 2 receptor member 20 [Source:HGNC Symbol;Acc:HGNC:19109]
408,PRR4,protein_coding,proline rich 4 [Source:HGNC Symbol;Acc:HGNC:18020]
409,MROH5,protein_coding,maestro heat like repeat family member 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:42976]
410,MAPT,protein_coding,microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]
411,MAMDC2,protein_coding,MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]
412,PTP4A3,protein_coding,protein tyrosine phosphatase 4A3 [Source:HGNC Symbol;Acc:HGNC:9636]
413,BTG3,protein_coding,BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]
414,HLA-DMA,protein_coding,"major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]"
415,TSBP1,protein_coding,testis expressed basic protein 1 [Source:HGNC Symbol;Acc:HGNC:13922]
416,PRSS2,protein_coding,serine protease 2 [Source:HGNC Symbol;Acc:HGNC:9483]
417,LTA,protein_coding,lymphotoxin alpha [Source:HGNC Symbol;Acc:HGNC:6709]
418,PRSS1,protein_coding,serine protease 1 [Source:HGNC Symbol;Acc:HGNC:9475]
419,TAS2R10,protein_coding,taste 2 receptor member 10 [Source:HGNC Symbol;Acc:HGNC:14918]
420,GPR20,protein_coding,G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:HGNC:4475]
421,ENTREP2,protein_coding,endosomal transmembrane epsin interactor 2 [Source:HGNC Symbol;Acc:HGNC:29075]
422,MDC1,protein_coding,mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]
423,VARS1,protein_coding,valyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12651]
424,OR6V1,protein_coding,olfactory receptor family 6 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:15090]
425,MGAM2,protein_coding,maltase-glucoamylase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:28101]
426,APBA2,protein_coding,amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]
427,AZU1,protein_coding,azurocidin 1 [Source:HGNC Symbol;Acc:HGNC:913]
428,C6orf15,protein_coding,chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:13927]
429,GPI,protein_coding,glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458]
430,PRTN3,protein_coding,proteinase 3 [Source:HGNC Symbol;Acc:HGNC:9495]
431,C22orf15,protein_coding,chromosome 22 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:15558]
432,CDK7,protein_coding,cyclin dependent kinase 7 [Source:HGNC Symbol;Acc:HGNC:1778]
433,BRD2,protein_coding,bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]
434,SMARCB1,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]"
435,OR9A2,protein_coding,olfactory receptor family 9 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15093]
436,EPHB6,protein_coding,EPH receptor B6 [Source:HGNC Symbol;Acc:HGNC:3396]
437,PPT2,protein_coding,palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:9326]
438,ARMC10,protein_coding,armadillo repeat containing 10 [Source:HGNC Symbol;Acc:HGNC:21706]
439,PLPPR3,protein_coding,phospholipid phosphatase related 3 [Source:HGNC Symbol;Acc:HGNC:23497]
440,MED16,protein_coding,mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]
441,ATP9B,protein_coding,ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541]
442,SALL3,protein_coding,spalt like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10527]
443,DHX16,protein_coding,DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]
444,SCGB1C2,protein_coding,secretoglobin family 1C member 2 [Source:HGNC Symbol;Acc:HGNC:51242]
445,LENG8,protein_coding,leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500]
446,EHMT2,protein_coding,euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129]
447,NAPEPLD,protein_coding,N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]
448,HSPA1B,protein_coding,heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233]
